id,chapter,level,smallLevel,aptNPC,fanNPC,reward
5480,134,4,3,19856340,96390000,"[102,18,0,0]"
5481,134,4,4,20245680,97335000,"[102,18,0,0]"
5482,134,4,5,20638800,98280000,"[102,18,0,0]"
5483,134,4,6,21236040,100170000,"[102,18,0,0]"
5484,134,4,7,21840840,102060000,"[102,18,0,0]"
5485,134,4,8,22453200,103950000,"[102,19,0,0]"
5486,134,5,1,19513200,96600000,"[102,18,0,0]"
5487,134,5,2,19903464,97566000,"[102,18,0,0]"
5488,134,5,3,20297592,98532000,"[102,18,0,0]"
5489,134,5,4,20695584,99498000,"[102,18,0,0]"
5490,134,5,5,21097440,100464000,"[102,18,0,0]"
5491,134,5,6,21707952,102396000,"[102,18,0,0]"
5492,134,5,7,22326192,104328000,"[102,18,0,0]"
5493,134,5,8,22952160,106260000,"[102,19,0,0]"
5494,134,6,1,0,0,[]
5495,135,1,1,19977800,98900000,"[102,18,0,0]"
5496,135,1,2,20377356,99889000,"[102,18,0,0]"
5497,135,1,3,20780868,100878000,"[102,18,0,0]"
5498,135,1,4,21188336,101867000,"[102,18,0,0]"
5499,135,1,5,21599760,102856000,"[102,18,0,0]"
5500,135,1,6,22224808,104834000,"[102,18,0,0]"
5501,135,1,7,22857768,106812000,"[102,18,0,0]"
5502,135,1,8,23498640,108790000,"[102,19,0,0]"
5503,135,2,1,20442400,101200000,"[102,18,0,0]"
5504,135,2,2,20851248,102212000,"[102,18,0,0]"
5505,135,2,3,21264144,103224000,"[102,18,0,0]"
5506,135,2,4,21681088,104236000,"[102,18,0,0]"
5507,135,2,5,22102080,105248000,"[102,18,0,0]"
5508,135,2,6,22741664,107272000,"[102,18,0,0]"
5509,135,2,7,23389344,109296000,"[102,18,0,0]"
5510,135,2,8,24045120,111320000,"[102,19,0,0]"
5511,135,3,1,20907000,103500000,"[102,18,0,0]"
5512,135,3,2,21325140,104535000,"[102,18,0,0]"
5513,135,3,3,21747420,105570000,"[102,18,0,0]"
5514,135,3,4,22173840,106605000,"[102,18,0,0]"
5515,135,3,5,22604400,107640000,"[102,18,0,0]"
5516,135,3,6,23258520,109710000,"[102,18,0,0]"
5517,135,3,7,23920920,111780000,"[102,18,0,0]"
5518,135,3,8,24591600,113850000,"[102,19,0,0]"
5519,135,4,1,21371600,105800000,"[102,18,0,0]"
5520,135,4,2,21799032,106858000,"[102,18,0,0]"
5521,135,4,3,22230696,107916000,"[102,18,0,0]"
5522,135,4,4,22666592,108974000,"[102,18,0,0]"
5523,135,4,5,23106720,110032000,"[102,18,0,0]"
5524,135,4,6,23775376,112148000,"[102,18,0,0]"
5525,135,4,7,24452496,114264000,"[102,18,0,0]"
5526,135,4,8,25138080,116380000,"[102,19,0,0]"
5527,135,5,1,21836200,108100000,"[102,18,0,0]"
5528,135,5,2,22272924,109181000,"[102,18,0,0]"
5529,135,5,3,22713972,110262000,"[102,18,0,0]"
5530,135,5,4,23159344,111343000,"[102,18,0,0]"
5531,135,5,5,23609040,112424000,"[102,18,0,0]"
5532,135,5,6,24292232,114586000,"[102,18,0,0]"
5533,135,5,7,24984072,116748000,"[102,18,0,0]"
5534,135,5,8,25684560,118910000,"[102,19,0,0]"
5535,135,6,1,0,0,[]
5536,136,1,1,22341200,110600000,"[102,18,0,0]"
5537,136,1,2,22788024,111706000,"[102,18,0,0]"
5538,136,1,3,23239272,112812000,"[102,18,0,0]"
5539,136,1,4,23694944,113918000,"[102,18,0,0]"
5540,136,1,5,24155040,115024000,"[102,18,0,0]"
5541,136,1,6,24854032,117236000,"[102,18,0,0]"
5542,136,1,7,25561872,119448000,"[102,18,0,0]"
5543,136,1,8,26278560,121660000,"[102,19,0,0]"
5544,136,2,1,22846200,113100000,"[102,18,0,0]"
5545,136,2,2,23303124,114231000,"[102,18,0,0]"
5546,136,2,3,23764572,115362000,"[102,18,0,0]"
5547,136,2,4,24230544,116493000,"[102,18,0,0]"
5548,136,2,5,24701040,117624000,"[102,18,0,0]"
5549,136,2,6,25415832,119886000,"[102,18,0,0]"
5550,136,2,7,26139672,122148000,"[102,18,0,0]"
5551,136,2,8,26872560,124410000,"[102,19,0,0]"
5552,136,3,1,23351200,115600000,"[102,18,0,0]"
5553,136,3,2,23818224,116756000,"[102,18,0,0]"
5554,136,3,3,24289872,117912000,"[102,18,0,0]"
5555,136,3,4,24766144,119068000,"[102,18,0,0]"
5556,136,3,5,25247040,120224000,"[102,18,0,0]"
5557,136,3,6,25977632,122536000,"[102,18,0,0]"
5558,136,3,7,26717472,124848000,"[102,18,0,0]"
5559,136,3,8,27466560,127160000,"[102,19,0,0]"
5560,136,4,1,23856200,118100000,"[102,18,0,0]"
5561,136,4,2,24333324,119281000,"[102,18,0,0]"
5562,136,4,3,24815172,120462000,"[102,18,0,0]"
5563,136,4,4,25301744,121643000,"[102,18,0,0]"
5564,136,4,5,25793040,122824000,"[102,18,0,0]"
5565,136,4,6,26539432,125186000,"[102,18,0,0]"
5566,136,4,7,27295272,127548000,"[102,18,0,0]"
5567,136,4,8,28060560,129910000,"[102,19,0,0]"
5568,136,5,1,24361200,120600000,"[102,18,0,0]"
5569,136,5,2,24848424,121806000,"[102,18,0,0]"
5570,136,5,3,25340472,123012000,"[102,18,0,0]"
5571,136,5,4,25837344,124218000,"[102,18,0,0]"
5572,136,5,5,26339040,125424000,"[102,18,0,0]"
5573,136,5,6,27101232,127836000,"[102,18,0,0]"
5574,136,5,7,27873072,130248000,"[102,18,0,0]"
5575,136,5,8,28654560,132660000,"[102,19,0,0]"
5576,136,6,1,0,0,[]
5577,137,1,1,24906600,123300000,"[102,18,0,0]"
5578,137,1,2,25404732,124533000,"[102,18,0,0]"
5579,137,1,3,25907796,125766000,"[102,18,0,0]"
5580,137,1,4,26415792,126999000,"[102,18,0,0]"
5581,137,1,5,26928720,128232000,"[102,18,0,0]"
5582,137,1,6,27707976,130698000,"[102,18,0,0]"
5583,137,1,7,28497096,133164000,"[102,18,0,0]"
5584,137,1,8,29296080,135630000,"[102,19,0,0]"
5585,137,2,1,25452000,126000000,"[102,18,0,0]"
5586,137,2,2,25961040,127260000,"[102,18,0,0]"
5587,137,2,3,26475120,128520000,"[102,18,0,0]"
5588,137,2,4,26994240,129780000,"[102,18,0,0]"
5589,137,2,5,27518400,131040000,"[102,18,0,0]"
5590,137,2,6,28314720,133560000,"[102,18,0,0]"
5591,137,2,7,29121120,136080000,"[102,18,0,0]"
5592,137,2,8,29937600,138600000,"[102,19,0,0]"
5593,137,3,1,25997400,128700000,"[102,18,0,0]"
5594,137,3,2,26517348,129987000,"[102,18,0,0]"
5595,137,3,3,27042444,131274000,"[102,18,0,0]"
5596,137,3,4,27572688,132561000,"[102,18,0,0]"
5597,137,3,5,28108080,133848000,"[102,18,0,0]"
5598,137,3,6,28921464,136422000,"[102,18,0,0]"
5599,137,3,7,29745144,138996000,"[102,18,0,0]"
5600,137,3,8,30579120,141570000,"[102,19,0,0]"
5601,137,4,1,26542800,131400000,"[102,18,0,0]"
5602,137,4,2,27073656,132714000,"[102,18,0,0]"
5603,137,4,3,27609768,134028000,"[102,18,0,0]"
5604,137,4,4,28151136,135342000,"[102,18,0,0]"
5605,137,4,5,28697760,136656000,"[102,18,0,0]"
5606,137,4,6,29528208,139284000,"[102,18,0,0]"
5607,137,4,7,30369168,141912000,"[102,18,0,0]"
5608,137,4,8,31220640,144540000,"[102,19,0,0]"
5609,137,5,1,27088200,134100000,"[102,18,0,0]"
5610,137,5,2,27629964,135441000,"[102,18,0,0]"
5611,137,5,3,28177092,136782000,"[102,18,0,0]"
5612,137,5,4,28729584,138123000,"[102,18,0,0]"
5613,137,5,5,29287440,139464000,"[102,18,0,0]"
5614,137,5,6,30134952,142146000,"[102,18,0,0]"
5615,137,5,7,30993192,144828000,"[102,18,0,0]"
5616,137,5,8,31862160,147510000,"[102,19,0,0]"
5617,137,6,1,0,0,[]
5618,138,1,1,27674000,137000000,"[102,18,0,0]"
5619,138,1,2,28227480,138370000,"[102,18,0,0]"
5620,138,1,3,28786440,139740000,"[102,18,0,0]"
5621,138,1,4,29350880,141110000,"[102,18,0,0]"
5622,138,1,5,29920800,142480000,"[102,18,0,0]"
5623,138,1,6,30786640,145220000,"[102,18,0,0]"
5624,138,1,7,31663440,147960000,"[102,18,0,0]"
5625,138,1,8,32551200,150700000,"[102,19,0,0]"
5626,138,2,1,28259800,139900000,"[102,18,0,0]"
5627,138,2,2,28824996,141299000,"[102,18,0,0]"
5628,138,2,3,29395788,142698000,"[102,18,0,0]"
5629,138,2,4,29972176,144097000,"[102,18,0,0]"
5630,138,2,5,30554160,145496000,"[102,18,0,0]"
5631,138,2,6,31438328,148294000,"[102,18,0,0]"
5632,138,2,7,32333688,151092000,"[102,18,0,0]"
5633,138,2,8,33240240,153890000,"[102,19,0,0]"
5634,138,3,1,28845600,142800000,"[102,18,0,0]"
5635,138,3,2,29422512,144228000,"[102,18,0,0]"
5636,138,3,3,30005136,145656000,"[102,18,0,0]"
5637,138,3,4,30593472,147084000,"[102,18,0,0]"
5638,138,3,5,31187520,148512000,"[102,18,0,0]"
5639,138,3,6,32090016,151368000,"[102,18,0,0]"
5640,138,3,7,33003936,154224000,"[102,18,0,0]"
5641,138,3,8,33929280,157080000,"[102,19,0,0]"
5642,138,4,1,29431400,145700000,"[102,18,0,0]"
5643,138,4,2,30020028,147157000,"[102,18,0,0]"
5644,138,4,3,30614484,148614000,"[102,18,0,0]"
5645,138,4,4,31214768,150071000,"[102,18,0,0]"
5646,138,4,5,31820880,151528000,"[102,18,0,0]"
5647,138,4,6,32741704,154442000,"[102,18,0,0]"
5648,138,4,7,33674184,157356000,"[102,18,0,0]"
5649,138,4,8,34618320,160270000,"[102,19,0,0]"
5650,138,5,1,30017200,148600000,"[102,18,0,0]"
5651,138,5,2,30617544,150086000,"[102,18,0,0]"
5652,138,5,3,31223832,151572000,"[102,18,0,0]"
5653,138,5,4,31836064,153058000,"[102,18,0,0]"
5654,138,5,5,32454240,154544000,"[102,18,0,0]"
5655,138,5,6,33393392,157516000,"[102,18,0,0]"
5656,138,5,7,34344432,160488000,"[102,18,0,0]"
5657,138,5,8,35307360,163460000,"[102,19,0,0]"
5658,138,6,1,0,0,[]
5659,139,1,1,30643400,151700000,"[102,18,0,0]"
5660,139,1,2,31256268,153217000,"[102,18,0,0]"
5661,139,1,3,31875204,154734000,"[102,18,0,0]"
5662,139,1,4,32500208,156251000,"[102,18,0,0]"
5663,139,1,5,33131280,157768000,"[102,18,0,0]"
5664,139,1,6,34090024,160802000,"[102,18,0,0]"
5665,139,1,7,35060904,163836000,"[102,18,0,0]"
5666,139,1,8,36043920,166870000,"[102,19,0,0]"
5667,139,2,1,31269600,154800000,"[102,18,0,0]"
5668,139,2,2,31894992,156348000,"[102,18,0,0]"
5669,139,2,3,32526576,157896000,"[102,18,0,0]"
5670,139,2,4,33164352,159444000,"[102,18,0,0]"
5671,139,2,5,33808320,160992000,"[102,18,0,0]"
5672,139,2,6,34786656,164088000,"[102,18,0,0]"
5673,139,2,7,35777376,167184000,"[102,18,0,0]"
5674,139,2,8,36780480,170280000,"[102,19,0,0]"
5675,139,3,1,31895800,157900000,"[102,18,0,0]"
5676,139,3,2,32533716,159479000,"[102,18,0,0]"
5677,139,3,3,33177948,161058000,"[102,18,0,0]"
5678,139,3,4,33828496,162637000,"[102,18,0,0]"
5679,139,3,5,34485360,164216000,"[102,18,0,0]"
5680,139,3,6,35483288,167374000,"[102,18,0,0]"
5681,139,3,7,36493848,170532000,"[102,18,0,0]"
5682,139,3,8,37517040,173690000,"[102,19,0,0]"
5683,139,4,1,32522000,161000000,"[102,18,0,0]"
5684,139,4,2,33172440,162610000,"[102,18,0,0]"
5685,139,4,3,33829320,164220000,"[102,18,0,0]"
5686,139,4,4,34492640,165830000,"[102,18,0,0]"
5687,139,4,5,35162400,167440000,"[102,18,0,0]"
5688,139,4,6,36179920,170660000,"[102,18,0,0]"
5689,139,4,7,37210320,173880000,"[102,18,0,0]"
5690,139,4,8,38253600,177100000,"[102,19,0,0]"
5691,139,5,1,33148200,164100000,"[102,18,0,0]"
5692,139,5,2,33811164,165741000,"[102,18,0,0]"
5693,139,5,3,34480692,167382000,"[102,18,0,0]"
5694,139,5,4,35156784,169023000,"[102,18,0,0]"
5695,139,5,5,35839440,170664000,"[102,18,0,0]"
5696,139,5,6,36876552,173946000,"[102,18,0,0]"
5697,139,5,7,37926792,177228000,"[102,18,0,0]"
5698,139,5,8,38990160,180510000,"[102,19,0,0]"
5699,139,6,1,0,0,[]
5700,140,1,1,33835000,167500000,"[102,18,0,0]"
5701,140,1,2,34511700,169175000,"[102,18,0,0]"
5702,140,1,3,35195100,170850000,"[102,18,0,0]"
5703,140,1,4,35885200,172525000,"[102,18,0,0]"
5704,140,1,5,36582000,174200000,"[102,18,0,0]"
5705,140,1,6,37640600,177550000,"[102,18,0,0]"
5706,140,1,7,38712600,180900000,"[102,18,0,0]"
5707,140,1,8,39798000,184250000,"[102,19,0,0]"
5708,140,2,1,34521800,170900000,"[102,18,0,0]"
5709,140,2,2,35212236,172609000,"[102,18,0,0]"
5710,140,2,3,35909508,174318000,"[102,18,0,0]"
5711,140,2,4,36613616,176027000,"[102,18,0,0]"
5712,140,2,5,37324560,177736000,"[102,18,0,0]"
5713,140,2,6,38404648,181154000,"[102,18,0,0]"
5714,140,2,7,39498408,184572000,"[102,18,0,0]"
5715,140,2,8,40605840,187990000,"[102,19,0,0]"
5716,140,3,1,35208600,174300000,"[102,18,0,0]"
5717,140,3,2,35912772,176043000,"[102,18,0,0]"
5718,140,3,3,36623916,177786000,"[102,18,0,0]"
5719,140,3,4,37342032,179529000,"[102,18,0,0]"
5720,140,3,5,38067120,181272000,"[102,18,0,0]"
5721,140,3,6,39168696,184758000,"[102,18,0,0]"
5722,140,3,7,40284216,188244000,"[102,18,0,0]"
5723,140,3,8,41413680,191730000,"[102,19,0,0]"
5724,140,4,1,35895400,177700000,"[102,18,0,0]"
5725,140,4,2,36613308,179477000,"[102,18,0,0]"
5726,140,4,3,37338324,181254000,"[102,18,0,0]"
5727,140,4,4,38070448,183031000,"[102,18,0,0]"
5728,140,4,5,38809680,184808000,"[102,18,0,0]"
5729,140,4,6,39932744,188362000,"[102,18,0,0]"
5730,140,4,7,41070024,191916000,"[102,18,0,0]"
5731,140,4,8,42221520,195470000,"[102,19,0,0]"
5732,140,5,1,36582200,181100000,"[102,18,0,0]"
5733,140,5,2,37313844,182911000,"[102,18,0,0]"
5734,140,5,3,38052732,184722000,"[102,18,0,0]"
5735,140,5,4,38798864,186533000,"[102,18,0,0]"
5736,140,5,5,39552240,188344000,"[102,18,0,0]"
5737,140,5,6,40696792,191966000,"[102,18,0,0]"
5738,140,5,7,41855832,195588000,"[102,18,0,0]"
5739,140,5,8,43029360,199210000,"[102,19,0,0]"
5740,140,6,1,0,0,[]
5741,141,1,1,37329600,184800000,"[102,18,0,0]"
5742,141,1,2,38076192,186648000,"[102,18,0,0]"
5743,141,1,3,38830176,188496000,"[102,18,0,0]"
5744,141,1,4,39591552,190344000,"[102,18,0,0]"
5745,141,1,5,40360320,192192000,"[102,18,0,0]"
5746,141,1,6,41528256,195888000,"[102,18,0,0]"
5747,141,1,7,42710976,199584000,"[102,18,0,0]"
5748,141,1,8,43908480,203280000,"[102,19,0,0]"
5749,141,2,1,38077000,188500000,"[102,18,0,0]"
5750,141,2,2,38838540,190385000,"[102,18,0,0]"
5751,141,2,3,39607620,192270000,"[102,18,0,0]"
5752,141,2,4,40384240,194155000,"[102,18,0,0]"
5753,141,2,5,41168400,196040000,"[102,18,0,0]"
5754,141,2,6,42359720,199810000,"[102,18,0,0]"
5755,141,2,7,43566120,203580000,"[102,18,0,0]"
5756,141,2,8,44787600,207350000,"[102,19,0,0]"
5757,141,3,1,38824400,192200000,"[102,18,0,0]"
5758,141,3,2,39600888,194122000,"[102,18,0,0]"
5759,141,3,3,40385064,196044000,"[102,18,0,0]"
5760,141,3,4,41176928,197966000,"[102,18,0,0]"
5761,141,3,5,41976480,199888000,"[102,18,0,0]"
5762,141,3,6,43191184,203732000,"[102,18,0,0]"
5763,141,3,7,44421264,207576000,"[102,18,0,0]"
5764,141,3,8,45666720,211420000,"[102,19,0,0]"
5765,141,4,1,39571800,195900000,"[102,18,0,0]"
5766,141,4,2,40363236,197859000,"[102,18,0,0]"
5767,141,4,3,41162508,199818000,"[102,18,0,0]"
5768,141,4,4,41969616,201777000,"[102,18,0,0]"
5769,141,4,5,42784560,203736000,"[102,18,0,0]"
5770,141,4,6,44022648,207654000,"[102,18,0,0]"
5771,141,4,7,45276408,211572000,"[102,18,0,0]"
5772,141,4,8,46545840,215490000,"[102,19,0,0]"
5773,141,5,1,40319200,199600000,"[102,18,0,0]"
5774,141,5,2,41125584,201596000,"[102,18,0,0]"
5775,141,5,3,41939952,203592000,"[102,18,0,0]"
5776,141,5,4,42762304,205588000,"[102,18,0,0]"
5777,141,5,5,43592640,207584000,"[102,18,0,0]"
5778,141,5,6,44854112,211576000,"[102,18,0,0]"
5779,141,5,7,46131552,215568000,"[102,18,0,0]"
5780,141,5,8,47424960,219560000,"[102,19,0,0]"
5781,141,6,1,0,0,[]
5782,142,1,1,41127200,203600000,"[102,18,0,0]"
5783,142,1,2,41949744,205636000,"[102,18,0,0]"
5784,142,1,3,42780432,207672000,"[102,18,0,0]"
5785,142,1,4,43619264,209708000,"[102,18,0,0]"
5786,142,1,5,44466240,211744000,"[102,18,0,0]"
5787,142,1,6,45752992,215816000,"[102,18,0,0]"
5788,142,1,7,47056032,219888000,"[102,18,0,0]"
5789,142,1,8,48375360,223960000,"[102,19,0,0]"
5790,142,2,1,41935200,207600000,"[102,18,0,0]"
5791,142,2,2,42773904,209676000,"[102,18,0,0]"
5792,142,2,3,43620912,211752000,"[102,18,0,0]"
5793,142,2,4,44476224,213828000,"[102,18,0,0]"
5794,142,2,5,45339840,215904000,"[102,18,0,0]"
5795,142,2,6,46651872,220056000,"[102,18,0,0]"
5796,142,2,7,47980512,224208000,"[102,18,0,0]"
5797,142,2,8,49325760,228360000,"[102,19,0,0]"
5798,142,3,1,42743200,211600000,"[102,18,0,0]"
5799,142,3,2,43598064,213716000,"[102,18,0,0]"
5800,142,3,3,44461392,215832000,"[102,18,0,0]"
5801,142,3,4,45333184,217948000,"[102,18,0,0]"
5802,142,3,5,46213440,220064000,"[102,18,0,0]"
5803,142,3,6,47550752,224296000,"[102,18,0,0]"
5804,142,3,7,48904992,228528000,"[102,18,0,0]"
5805,142,3,8,50276160,232760000,"[102,19,0,0]"
5806,142,4,1,43551200,215600000,"[102,18,0,0]"
5807,142,4,2,44422224,217756000,"[102,18,0,0]"
5808,142,4,3,45301872,219912000,"[102,18,0,0]"
5809,142,4,4,46190144,222068000,"[102,18,0,0]"
5810,142,4,5,47087040,224224000,"[102,18,0,0]"
5811,142,4,6,48449632,228536000,"[102,18,0,0]"
5812,142,4,7,49829472,232848000,"[102,18,0,0]"
5813,142,4,8,51226560,237160000,"[102,19,0,0]"
5814,142,5,1,44359200,219600000,"[102,18,0,0]"
5815,142,5,2,45246384,221796000,"[102,18,0,0]"
5816,142,5,3,46142352,223992000,"[102,18,0,0]"
5817,142,5,4,47047104,226188000,"[102,18,0,0]"
5818,142,5,5,47960640,228384000,"[102,18,0,0]"
5819,142,5,6,49348512,232776000,"[102,18,0,0]"
5820,142,5,7,50753952,237168000,"[102,18,0,0]"
5821,142,5,8,52176960,241560000,"[102,19,0,0]"
5822,142,6,1,0,0,[]
5823,143,1,1,45227800,223900000,"[102,18,0,0]"
5824,143,1,2,46132356,226139000,"[102,18,0,0]"
5825,143,1,3,47045868,228378000,"[102,18,0,0]"
5826,143,1,4,47968336,230617000,"[102,18,0,0]"
5827,143,1,5,48899760,232856000,"[102,18,0,0]"
5828,143,1,6,50314808,237334000,"[102,18,0,0]"
5829,143,1,7,51747768,241812000,"[102,18,0,0]"
5830,143,1,8,53198640,246290000,"[102,19,0,0]"
5831,143,2,1,46096400,228200000,"[102,18,0,0]"
5832,143,2,2,47018328,230482000,"[102,18,0,0]"
5833,143,2,3,47949384,232764000,"[102,18,0,0]"
5834,143,2,4,48889568,235046000,"[102,18,0,0]"
5835,143,2,5,49838880,237328000,"[102,18,0,0]"
5836,143,2,6,51281104,241892000,"[102,18,0,0]"
5837,143,2,7,52741584,246456000,"[102,18,0,0]"
5838,143,2,8,54220320,251020000,"[102,19,0,0]"
5839,143,3,1,46965000,232500000,"[102,18,0,0]"
5840,143,3,2,47904300,234825000,"[102,18,0,0]"
5841,143,3,3,48852900,237150000,"[102,18,0,0]"
5842,143,3,4,49810800,239475000,"[102,18,0,0]"
5843,143,3,5,50778000,241800000,"[102,18,0,0]"
5844,143,3,6,52247400,246450000,"[102,18,0,0]"
5845,143,3,7,53735400,251100000,"[102,18,0,0]"
5846,143,3,8,55242000,255750000,"[102,19,0,0]"
5847,143,4,1,47833600,236800000,"[102,18,0,0]"
5848,143,4,2,48790272,239168000,"[102,18,0,0]"
5849,143,4,3,49756416,241536000,"[102,18,0,0]"
5850,143,4,4,50732032,243904000,"[102,18,0,0]"
5851,143,4,5,51717120,246272000,"[102,18,0,0]"
5852,143,4,6,53213696,251008000,"[102,18,0,0]"
5853,143,4,7,54729216,255744000,"[102,18,0,0]"
5854,143,4,8,56263680,260480000,"[102,19,0,0]"
5855,143,5,1,48702200,241100000,"[102,18,0,0]"
5856,143,5,2,49676244,243511000,"[102,18,0,0]"
5857,143,5,3,50659932,245922000,"[102,18,0,0]"
5858,143,5,4,51653264,248333000,"[102,18,0,0]"
5859,143,5,5,52656240,250744000,"[102,18,0,0]"
5860,143,5,6,54179992,255566000,"[102,18,0,0]"
5861,143,5,7,55723032,260388000,"[102,18,0,0]"
5862,143,5,8,57285360,265210000,"[102,19,0,0]"
5863,143,6,1,0,0,[]
5864,144,1,1,49631400,245700000,"[102,18,0,0]"
5865,144,1,2,50624028,248157000,"[102,18,0,0]"
5866,144,1,3,51626484,250614000,"[102,18,0,0]"
5867,144,1,4,52638768,253071000,"[102,18,0,0]"
5868,144,1,5,53660880,255528000,"[102,18,0,0]"
5869,144,1,6,55213704,260442000,"[102,18,0,0]"
5870,144,1,7,56786184,265356000,"[102,18,0,0]"
5871,144,1,8,58378320,270270000,"[102,19,0,0]"
5872,144,2,1,50560600,250300000,"[102,18,0,0]"
5873,144,2,2,51571812,252803000,"[102,18,0,0]"
5874,144,2,3,52593036,255306000,"[102,18,0,0]"
5875,144,2,4,53624272,257809000,"[102,18,0,0]"
5876,144,2,5,54665520,260312000,"[102,18,0,0]"
5877,144,2,6,56247416,265318000,"[102,18,0,0]"
5878,144,2,7,57849336,270324000,"[102,18,0,0]"
5879,144,2,8,59471280,275330000,"[102,19,0,0]"
5880,144,3,1,51489800,254900000,"[102,18,0,0]"
5881,144,3,2,52519596,257449000,"[102,18,0,0]"
5882,144,3,3,53559588,259998000,"[102,18,0,0]"
5883,144,3,4,54609776,262547000,"[102,18,0,0]"
5884,144,3,5,55670160,265096000,"[102,18,0,0]"
5885,144,3,6,57281128,270194000,"[102,18,0,0]"
5886,144,3,7,58912488,275292000,"[102,18,0,0]"
5887,144,3,8,60564240,280390000,"[102,19,0,0]"
5888,144,4,1,52419000,259500000,"[102,18,0,0]"
5889,144,4,2,53467380,262095000,"[102,18,0,0]"
5890,144,4,3,54526140,264690000,"[102,18,0,0]"
5891,144,4,4,55595280,267285000,"[102,18,0,0]"
5892,144,4,5,56674800,269880000,"[102,18,0,0]"
5893,144,4,6,58314840,275070000,"[102,18,0,0]"
5894,144,4,7,59975640,280260000,"[102,18,0,0]"
5895,144,4,8,61657200,285450000,"[102,19,0,0]"
5896,144,5,1,53348200,264100000,"[102,18,0,0]"
5897,144,5,2,54415164,266741000,"[102,18,0,0]"
5898,144,5,3,55492692,269382000,"[102,18,0,0]"
5899,144,5,4,56580784,272023000,"[102,18,0,0]"
5900,144,5,5,57679440,274664000,"[102,18,0,0]"
5901,144,5,6,59348552,279946000,"[102,18,0,0]"
5902,144,5,7,61038792,285228000,"[102,18,0,0]"
5903,144,5,8,62750160,290510000,"[102,19,0,0]"
5904,144,6,1,0,0,[]
5905,145,1,1,54338000,269000000,"[102,18,0,0]"
5906,145,1,2,55424760,271690000,"[102,18,0,0]"
5907,145,1,3,56522280,274380000,"[102,18,0,0]"
5908,145,1,4,57630560,277070000,"[102,18,0,0]"
5909,145,1,5,58749600,279760000,"[102,18,0,0]"
5910,145,1,6,60449680,285140000,"[102,18,0,0]"
5911,145,1,7,62171280,290520000,"[102,18,0,0]"
5912,145,1,8,63914400,295900000,"[102,19,0,0]"
5913,145,2,1,55327800,273900000,"[102,18,0,0]"
5914,145,2,2,56434356,276639000,"[102,18,0,0]"
5915,145,2,3,57551868,279378000,"[102,18,0,0]"
5916,145,2,4,58680336,282117000,"[102,18,0,0]"
5917,145,2,5,59819760,284856000,"[102,18,0,0]"
5918,145,2,6,61550808,290334000,"[102,18,0,0]"
5919,145,2,7,63303768,295812000,"[102,18,0,0]"
5920,145,2,8,65078640,301290000,"[102,19,0,0]"
5921,145,3,1,56317600,278800000,"[102,18,0,0]"
5922,145,3,2,57443952,281588000,"[102,18,0,0]"
5923,145,3,3,58581456,284376000,"[102,18,0,0]"
5924,145,3,4,59730112,287164000,"[102,18,0,0]"
5925,145,3,5,60889920,289952000,"[102,18,0,0]"
5926,145,3,6,62651936,295528000,"[102,18,0,0]"
5927,145,3,7,64436256,301104000,"[102,18,0,0]"
5928,145,3,8,66242880,306680000,"[102,19,0,0]"
5929,145,4,1,57307400,283700000,"[102,18,0,0]"
5930,145,4,2,58453548,286537000,"[102,18,0,0]"
5931,145,4,3,59611044,289374000,"[102,18,0,0]"
5932,145,4,4,60779888,292211000,"[102,18,0,0]"
5933,145,4,5,61960080,295048000,"[102,18,0,0]"
5934,145,4,6,63753064,300722000,"[102,18,0,0]"
5935,145,4,7,65568744,306396000,"[102,18,0,0]"
5936,145,4,8,67407120,312070000,"[102,19,0,0]"
5937,145,5,1,58297200,288600000,"[102,18,0,0]"
5938,145,5,2,59463144,291486000,"[102,18,0,0]"
5939,145,5,3,60640632,294372000,"[102,18,0,0]"
5940,145,5,4,61829664,297258000,"[102,18,0,0]"
5941,145,5,5,63030240,300144000,"[102,18,0,0]"
5942,145,5,6,64854192,305916000,"[102,18,0,0]"
5943,145,5,7,66701232,311688000,"[102,18,0,0]"
5944,145,5,8,68571360,317460000,"[102,19,0,0]"
5945,145,6,1,0,0,[]
5946,146,1,1,59347600,293800000,"[102,18,0,0]"
5947,146,1,2,60534552,296738000,"[102,18,0,0]"
5948,146,1,3,61733256,299676000,"[102,18,0,0]"
5949,146,1,4,62943712,302614000,"[102,18,0,0]"
5950,146,1,5,64165920,305552000,"[102,18,0,0]"
5951,146,1,6,66022736,311428000,"[102,18,0,0]"
5952,146,1,7,67903056,317304000,"[102,18,0,0]"
5953,146,1,8,69806880,323180000,"[102,19,0,0]"
5954,146,2,1,60398000,299000000,"[102,18,0,0]"
5955,146,2,2,61605960,301990000,"[102,18,0,0]"
5956,146,2,3,62825880,304980000,"[102,18,0,0]"
5957,146,2,4,64057760,307970000,"[102,18,0,0]"
5958,146,2,5,65301600,310960000,"[102,18,0,0]"
5959,146,2,6,67191280,316940000,"[102,18,0,0]"
5960,146,2,7,69104880,322920000,"[102,18,0,0]"
5961,146,2,8,71042400,328900000,"[102,19,0,0]"
5962,146,3,1,61448400,304200000,"[102,18,0,0]"
5963,146,3,2,62677368,307242000,"[102,18,0,0]"
5964,146,3,3,63918504,310284000,"[102,18,0,0]"
5965,146,3,4,65171808,313326000,"[102,18,0,0]"
5966,146,3,5,66437280,316368000,"[102,18,0,0]"
